"Shelf No.","Warehouse Code","Customer Code","Sub-wh. code","Zone Code","Sku Code","Available Qty.","pending shipped Qty.","Putaway time","Stock Type",Length,Width,Height,Wt,库位类型描述
577-066F,UK,G666,UK-5,UK-5PHIGH-P,G666-17001368,25,0,"2021-10-01 15:40:37",Standard,64.50,25.20,11.20,1.560,英国仓卡板区库位
577-066G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000211,7,0,"2021-05-25 08:41:36",Standard,107.00,78.00,22.00,18.000,英国仓卡板区库位
577-067B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1573-STAR-FUR-WHITE,12,0,"2021-10-14 13:10:45",Standard,60.00,52.00,38.00,6.800,英国仓卡板区库位
577-067C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-BLUE,6,0,"2021-10-14 13:05:22",Standard,79.00,59.00,39.00,18.750,英国仓卡板区库位
577-067D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-L,6,0,"2021-10-14 13:00:43",Standard,72.50,53.00,52.50,10.100,英国仓卡板区库位
577-067F,UK,G666,UK-5,UK-5PHIGH-P,G666-G53000013,5,0,"2021-10-01 15:44:00",Standard,98.00,29.00,27.00,8.650,英国仓卡板区库位
577-067G,UK,G666,UK-5,UK-5PHIGH-P,G666-G23000645,12,0,"2021-08-05 10:22:27",Standard,52.00,47.50,45.00,21.500,英国仓卡板区库位
577-068B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-YELLOW,6,0,"2021-10-14 13:25:20",Standard,78.00,58.00,38.00,17.900,英国仓卡板区库位
577-068C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-GRAY,6,0,"2021-10-14 13:22:10",Standard,74.50,57.50,39.00,16.170,英国仓卡板区库位
577-068D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-3507-ORANGE,8,0,"2021-10-14 13:20:04",Standard,85.00,62.00,34.00,17.010,英国仓卡板区库位
577-068E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-3507-ORANGE,1,1,"2021-10-14 13:14:24",Standard,85.00,62.00,34.00,17.010,英国仓卡板区库位
577-068F,UK,G666,UK-5,UK-5PHIGH-P,G666-17001215,14,0,"2021-10-01 18:09:49",Standard,38.40,23.10,13.70,1.504,英国仓卡板区库位
577-068G,UK,G1741,UK-5,UK-5PHIGH-P,G1741-DNZ120-60-BMHET-01,10,0,"2021-03-20 18:00:31",Standard,135.00,72.00,13.00,16.500,英国仓卡板区库位
577-069B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-YELLOW,6,0,"2021-10-14 13:46:01",Standard,78.00,58.00,38.00,17.900,英国仓卡板区库位
577-069C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-GRAY,6,0,"2021-10-14 13:35:22",Standard,74.50,57.50,39.00,16.170,英国仓卡板区库位
577-069D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-GRAY,6,0,"2021-10-14 13:32:51",Standard,74.50,57.50,39.00,16.170,英国仓卡板区库位
577-069E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-YELLOW,6,0,"2021-10-14 13:27:54",Standard,78.00,58.00,38.00,17.900,英国仓卡板区库位
577-069F,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000419,11,0,"2021-10-01 15:50:28",Standard,70.00,68.00,20.00,10.000,英国仓卡板区库位
577-069G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001960062,60,0,"2020-08-29 20:41:15",Standard,38.00,38.00,20.00,1.000,英国仓卡板区库位
577-071B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-GRAY,6,0,"2021-10-14 14:03:19",Standard,74.50,57.50,39.00,16.170,英国仓卡板区库位
577-071C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-8112-BLUE,6,0,"2021-10-14 13:57:27",Standard,58.00,55.00,46.00,10.800,英国仓卡板区库位
577-071D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-YELLOW,6,0,"2021-10-14 13:49:28",Standard,78.00,58.00,38.00,17.900,英国仓卡板区库位
577-071E,UK,G666,UK-5,UK-5PHIGH-P,G666-G53000013,20,0,"2021-10-01 18:27:28",Standard,98.00,29.00,27.00,8.650,英国仓卡板区库位
577-071F,UK,G666,UK-5,UK-5PHIGH-P,G666-G53000013,20,0,"2021-10-01 18:24:37",Standard,98.00,29.00,27.00,8.650,英国仓卡板区库位
577-071G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001817811,6,0,"2020-09-10 12:13:25",Standard,66.00,65.00,49.00,10.300,英国仓卡板区库位
577-072B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-BLUE,6,0,"2021-10-14 14:06:03",Standard,79.00,59.00,39.00,18.750,英国仓卡板区库位
577-072C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-BLUE,6,0,"2021-10-14 14:00:22",Standard,79.00,59.00,39.00,18.750,英国仓卡板区库位
577-072D,UK,G2172,UK-5,UK-5PHIGH-P,G2172-HG0073,180,0,"2021-10-14 13:53:39",Standard,48.00,23.00,9.00,0.824,英国仓卡板区库位
577-072E,UK,G666,UK-5,UK-5PHIGH-P,G666-G53000013,20,0,"2021-10-01 18:22:17",Standard,98.00,29.00,27.00,8.650,英国仓卡板区库位
577-072F,UK,G666,UK-5,UK-5PHIGH-P,G666-G53000013,20,0,"2021-10-01 18:19:13",Standard,98.00,29.00,27.00,8.650,英国仓卡板区库位
577-073B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-YELLOW,6,0,"2021-10-14 14:16:24",Standard,78.00,58.00,38.00,17.900,英国仓卡板区库位
577-073C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-YELLOW,6,0,"2021-10-14 14:17:44",Standard,78.00,58.00,38.00,17.900,英国仓卡板区库位
577-073D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-GRAY,6,0,"2021-10-14 14:19:03",Standard,74.50,57.50,39.00,16.170,英国仓卡板区库位
577-073E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-5219-YELLOW,6,0,"2021-10-14 14:21:01",Standard,78.00,58.00,38.00,17.900,英国仓卡板区库位
577-073F,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-L,6,0,"2021-10-14 14:45:44",Standard,72.50,53.00,52.50,10.100,英国仓卡板区库位
577-073G,UK,G666,UK-5,UK-5PHIGH-P,G666-G42000183,60,0,"2021-05-06 15:26:28",Standard,62.00,16.00,16.00,0.910,英国仓卡板区库位
577-074B,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACL10PUK,40,0,"2021-10-14 15:33:28",Standard,38.50,32.50,17.50,4.030,英国仓卡板区库位
577-074C,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACL10PUK,40,0,"2021-10-14 15:10:32",Standard,38.50,32.50,17.50,4.030,英国仓卡板区库位
577-074E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACL10PUK,29,0,"2021-10-14 15:04:03",Standard,38.50,32.50,17.50,4.030,英国仓卡板区库位
577-074F,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-1412-FUR-COLORFUL,18,0,"2021-10-14 15:01:06",Standard,48.00,40.00,40.00,7.300,英国仓卡板区库位
577-074G,UK,G536,UK-5,UK-5PHIGH-P,M010000000000702189,10,0,"2020-12-14 13:54:48",Standard,42.00,28.00,12.00,1.334,英国仓卡板区库位
577-075B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-8112-BLUE,8,0,"2021-10-14 15:53:55",Standard,58.00,55.00,46.00,10.800,英国仓卡板区库位
577-075C,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACL10PUK,40,0,"2021-10-14 15:45:02",Standard,38.50,32.50,17.50,4.030,英国仓卡板区库位
577-075D,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACL10PUK,40,0,"2021-10-14 15:42:34",Standard,38.50,32.50,17.50,4.030,英国仓卡板区库位
577-075E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACL10PUK,40,0,"2021-10-14 15:39:14",Standard,38.50,32.50,17.50,4.030,英国仓卡板区库位
577-075F,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACK17UK,56,0,"2021-10-14 15:36:14",Standard,44.00,30.00,17.50,3.438,英国仓卡板区库位
577-075G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002316643,50,0,"2021-03-04 15:46:09",Standard,32.00,28.00,23.00,1.910,英国仓卡板区库位
577-076B,UK,G666,UK-5,UK-5PHIGH-P,G666-G31000176,1,0,"2021-10-04 14:29:02",Standard,59.00,50.00,26.00,16.500,英国仓卡板区库位
577-076C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-3507-ORANGE,8,0,"2021-10-14 16:15:21",Standard,85.00,62.00,34.00,17.010,英国仓卡板区库位
577-076D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-3507-GRAY,8,0,"2021-10-14 16:13:15",Standard,85.00,62.00,34.00,17.010,英国仓卡板区库位
577-076E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-3507-ORANGE,8,0,"2021-10-14 16:09:55",Standard,85.00,62.00,34.00,17.010,英国仓卡板区库位
577-076F,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-3507-GRAY,8,0,"2021-10-14 16:07:19",Standard,85.00,62.00,34.00,17.010,英国仓卡板区库位
577-077B,UK,G666,UK-5,UK-5PHIGH-P,G666-G31000176,20,0,"2021-10-04 14:41:43",Standard,59.00,50.00,26.00,16.500,英国仓卡板区库位
577-077C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000091,15,0,"2021-10-04 14:57:05",Standard,57.00,41.00,36.00,15.000,英国仓卡板区库位
577-077D,UK,G666,UK-5,UK-5PHIGH-P,G666-G31000177,20,0,"2021-10-04 14:34:33",Standard,59.00,50.00,26.00,16.500,英国仓卡板区库位
577-077E,UK,G666,UK-5,UK-5PHIGH-P,G666-G31000177,19,0,"2021-10-04 14:36:51",Standard,59.00,50.00,26.00,16.500,英国仓卡板区库位
577-077F,UK,G666,UK-5,UK-5PHIGH-P,G666-G31000176,20,0,"2021-10-04 14:39:15",Standard,59.00,50.00,26.00,16.500,英国仓卡板区库位
577-077G,UK,G4527,UK-5,UK-5PHIGH-P,G4527-EBF71CJ01,1,0,"2021-06-18 11:13:46",Standard,84.00,45.00,11.00,9.500,英国仓卡板区库位
577-078C,UK,G666,UK-5,UK-5PHIGH-P,G666-G31000176,20,0,"2021-10-04 14:44:03",Standard,59.00,50.00,26.00,16.500,英国仓卡板区库位
577-078D,UK,G7065,UK-5,UK-5PHIGH-P,G7065-X0017FOL9B-9,12,0,"2021-11-05 14:44:02",Standard,59.00,45.00,39.00,10.000,英国仓卡板区库位
577-078E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:22:15",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
577-078F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000091,1,1,"2021-10-04 14:53:43",Standard,57.00,41.00,36.00,15.000,英国仓卡板区库位
577-078G,UK,G1047,UK-5,UK-5PHIGH-P,G1047-700901-29-PAIR,4,0,"2021-04-09 10:36:08",Standard,83.00,67.00,19.00,3.850,英国仓卡板区库位
577-079B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-8331-BROWN,10,0,"2021-10-27 17:22:20",Standard,71.00,55.00,32.00,8.820,英国仓卡板区库位
577-079C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-8196-W,14,0,"2021-10-27 18:12:13",Standard,60.00,58.00,27.70,9.000,英国仓卡板区库位
577-079D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-EU-8406-P,12,0,"2021-10-27 18:11:01",Standard,56.50,53.50,33.00,8.110,英国仓卡板区库位
577-079E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:32:46",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
577-079F,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:49:36",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
577-079G,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000036,8,0,"2021-06-29 12:02:12",Standard,108.00,78.20,21.30,19.084,英国仓卡板区库位
577-080B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-TN-8331-BROWN,10,0,"2021-10-27 17:22:12",Standard,71.00,55.00,32.00,8.820,英国仓卡板区库位
577-080C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-8196-W,14,0,"2021-10-27 18:12:23",Standard,60.00,58.00,27.70,9.000,英国仓卡板区库位
577-080D,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:20:15",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
577-080E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:34:51",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
577-080F,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:51:30",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
577-080G,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004471,5,0,"2021-03-03 14:26:55",Standard,98.50,48.50,41.00,27.000,英国仓卡板区库位
577-081B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-8196-GREY,14,0,"2021-10-27 17:21:55",Standard,59.00,57.50,27.50,9.500,英国仓卡板区库位
577-081C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-8196-W,14,0,"2021-10-27 18:12:33",Standard,60.00,58.00,27.70,9.000,英国仓卡板区库位
577-081D,UK,G7065,UK-5,UK-5PHIGH-P,G7065-X0013UZH8J-9,12,0,"2021-10-28 14:54:12",Standard,60.00,45.00,40.00,8.200,英国仓卡板区库位
577-081E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:47:28",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
578-004B,UK,G3575,UK-5,UK-5PHIGH-P,G3575-ROBG200UK,72,0,"2021-08-16 09:51:01",Standard,52.00,40.00,11.50,2.750,英国仓卡板区库位
578-004D,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH25PUK,72,0,"2021-08-16 09:57:36",Standard,50.00,45.00,14.50,2.650,英国仓卡板区库位
578-004E,UK,G536,UK-5,UK-5PHIGH-P,M010000000000982115,1,0,"2021-02-03 11:40:28",Standard,60.00,32.00,30.00,2.400,英国仓卡板区库位
578-004F,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0001-SM-OAKY2,8,0,"2021-09-27 10:34:21",Standard,68.00,59.00,51.00,23.680,英国仓卡板区库位
578-004G,UK,G666,UK-5,UK-5PHIGH-P,G666-G17000315,23,0,"2021-08-12 20:01:06",Standard,104.00,43.70,13.60,3.692,英国仓卡板区库位
578-005B,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000212,6,0,"2021-06-21 14:37:44",Standard,118.00,63.00,32.00,28.000,英国仓卡板区库位
578-005C,UK,G666,UK-5,UK-5PHIGH-P,G666-G27000588,6,0,"2021-08-05 11:00:14",Standard,82.00,58.00,39.00,28.000,英国仓卡板区库位
578-005F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001090,30,0,"2021-10-29 12:48:15",Standard,62.50,53.00,13.00,6.500,英国仓卡板区库位
578-005G,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000248,8,0,"2021-07-13 19:12:57",Standard,70.00,60.00,32.00,12.800,英国仓卡板区库位
578-006B,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0005-OAKMP-TA,8,0,"2021-10-13 07:54:17",Standard,67.50,58.60,51.70,22.930,英国仓卡板区库位
578-006C,UK,G666,UK-5,UK-5PHIGH-P,G666-G42000053,15,0,"2021-06-29 12:48:48",Standard,125.00,82.00,10.00,24.000,英国仓卡板区库位
578-006E,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000750,2,0,"2020-07-13 14:26:22",Standard,65.00,65.00,53.00,18.170,英国仓卡板区库位
578-006F,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000248,8,0,"2021-07-13 19:06:31",Standard,70.00,60.00,32.00,12.800,英国仓卡板区库位
578-006G,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000248,8,0,"2021-07-13 19:11:06",Standard,70.00,60.00,32.00,12.800,英国仓卡板区库位
578-007B,UK,G3423,UK-5,UK-5PHIGH-P,G3423-SOF-606L-BLK-NA-1,1,0,"2021-07-13 19:26:56",Standard,74.20,73.70,55.30,32.300,英国仓卡板区库位
578-007C,UK,G666,UK-5,UK-5PHIGH-P,G666-G42000052,1,0,"2021-06-29 12:56:19",Standard,125.00,82.00,10.00,24.000,英国仓卡板区库位
578-007D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000467993,52,0,"2020-08-25 08:47:08",Standard,44.50,24.00,18.00,5.400,英国仓卡板区库位
578-007E,UK,G536,UK-5,UK-5PHIGH-P,MP000000000007157,28,0,"2021-03-09 00:15:02",Standard,39.00,39.00,16.00,4.350,英国仓卡板区库位
578-007F,UK,61,UK-5,UK-5PHIGH-P,61-B00412D2,2,0,"2021-01-02 10:05:29",Standard,116.00,73.00,27.00,20.000,英国仓卡板区库位
578-007G,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0001-SM-OAKY2,8,0,"2021-09-27 10:38:36",Standard,68.00,59.00,51.00,23.680,英国仓卡板区库位
578-008B,UK,G666,UK-5,UK-5PHIGH-P,G666-G51000095,30,0,"2021-09-09 13:32:15",Standard,42.00,38.00,23.00,12.950,英国仓卡板区库位
578-008C,UK,G1091,UK-5,UK-5PHIGH-P,G1091-JMSZ202003118B,3,0,"2020-10-08 20:24:36",Standard,86.00,40.00,23.00,22.000,英国仓卡板区库位
578-008D,UK,G666,UK-5,UK-5PHIGH-P,G666-G51000096,30,0,"2021-09-09 14:31:31",Standard,42.00,38.00,23.00,13.000,英国仓卡板区库位
578-008E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0003-SM-GW2,8,0,"2021-09-27 10:45:03",Standard,58.00,58.00,52.00,21.400,英国仓卡板区库位
578-008F,UK,G536,UK-5,UK-5PHIGH-P,M010000000000960541,12,0,"2021-02-21 14:32:59",Standard,73.00,67.00,33.00,8.850,英国仓卡板区库位
578-008G,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH25PUK,72,0,"2021-08-16 09:54:09",Standard,50.00,45.00,14.50,2.650,英国仓卡板区库位
578-009B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000533,8,0,"2021-08-25 18:48:47",Standard,76.00,68.00,28.50,10.450,英国仓卡板区库位
578-009C,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0062B,4,0,"2021-09-09 13:35:33",Standard,84.00,71.00,49.00,18.800,英国仓卡板区库位
578-009D,UK,G666,UK-5,UK-5PHIGH-P,G666-88022292,1,1,"2021-09-27 16:06:55",Standard,38.00,36.00,15.00,3.000,英国仓卡板区库位
578-009F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004156,48,0,"2021-09-09 15:23:26",Standard,92.00,14.00,14.00,7.600,英国仓卡板区库位
578-009G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002407694,36,0,"2021-02-27 15:17:12",Standard,100.00,45.00,12.00,2.150,英国仓卡板区库位
578-010C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342STAR-FUR-WHITE,8,0,"2021-10-12 14:45:26",Standard,71.00,58.70,46.00,11.480,英国仓卡板区库位
578-010D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004156,19,1,"2021-09-09 15:34:06",Standard,92.00,14.00,14.00,7.600,英国仓卡板区库位
578-010E,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:53:05",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-010F,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JYB00646-02,15,0,"2021-07-05 07:37:01",Standard,106.00,56.00,11.50,26.280,英国仓卡板区库位
578-010G,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JY33761,14,0,"2021-07-05 07:16:26",Standard,96.00,64.90,16.00,28.750,英国仓卡板区库位
578-011B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,6,0,"2021-05-24 11:48:22",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-011C,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:37:20",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
578-011D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001090,30,0,"2021-10-29 13:09:03",Standard,62.50,53.00,13.00,6.500,英国仓卡板区库位
578-011E,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000369,6,0,"2021-06-26 09:37:52",Standard,80.00,73.00,33.00,26.000,英国仓卡板区库位
578-011G,UK,G666,UK-5,UK-5PHIGH-P,G666-89013375,24,0,"2021-06-26 09:33:06",Standard,67.00,33.50,26.00,4.500,英国仓卡板区库位
578-012B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001937,54,0,"2021-09-09 14:04:21",Standard,42.50,37.00,15.00,8.300,英国仓卡板区库位
578-012C,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000579,6,0,"2021-03-17 21:44:36",Standard,130.00,61.50,21.00,16.300,英国仓卡板区库位
578-012D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001090,30,0,"2021-10-29 13:04:50",Standard,62.50,53.00,13.00,6.500,英国仓卡板区库位
578-012E,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:49:35",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-012F,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:46:15",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-012G,UK,G536,UK-5,UK-5PHIGH-P,M010000000000738116,38,0,"2021-03-02 13:09:01",Standard,63.10,62.20,7.60,4.660,英国仓卡板区库位
578-013B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000699,70,0,"2021-08-25 18:33:22",Standard,70.00,19.00,12.50,2.800,英国仓卡板区库位
578-013C,UK,G536,UK-5,UK-5PHIGH-P,M010000000001872687,7,0,"2021-03-18 02:11:48",Standard,101.00,80.00,24.00,12.200,英国仓卡板区库位
578-013D,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:40:05",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
578-013E,UK,G666,UK-5,UK-5PHIGH-P,G666-13028082,51,0,"2020-09-04 09:44:25",Standard,66.50,25.00,12.00,3.600,英国仓卡板区库位
578-013F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001817804,76,4,"2021-04-23 15:05:35",Standard,31.00,26.30,12.60,0.308,英国仓卡板区库位
578-013G,UK,G666,UK-5,UK-5PHIGH-P,G666-G43000037,12,0,"2021-10-29 12:53:00",Standard,65.00,41.00,40.00,22.400,英国仓卡板区库位
578-014B,UK,G4602,UK-5,UK-5PHIGH-P,G4602-H61432D2-ZY,864,0,"2021-09-14 10:52:52",Standard,14.00,13.50,7.00,0.344,英国仓卡板区库位
578-014C,UK,G4602,UK-5,UK-5PHIGH-P,G4602-H60512D1-ZY,260,0,"2021-09-14 10:44:18",Standard,26.00,12.00,12.00,0.819,英国仓卡板区库位
578-014D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-3006-PINK,8,0,"2021-08-07 06:27:34",Standard,68.00,64.00,34.00,8.000,英国仓卡板区库位
578-014E,UK,G1925,UK-5,UK-5PHIGH-P,G1925-LIN6-BLD1-619,19,0,"2021-08-08 12:59:53",Standard,45.00,38.00,30.00,16.040,英国仓卡板区库位
578-014G,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:42:04",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-015B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003610,8,0,"2021-08-02 07:31:06",Standard,117.00,46.50,34.50,20.500,英国仓卡板区库位
578-015C,UK,G536,UK-5,UK-5PHIGH-P,M010000000002586272,164,0,"2021-02-21 11:28:59",Standard,28.00,28.00,3.00,0.410,英国仓卡板区库位
578-015D,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,4,0,"2021-05-24 10:59:00",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-015E,UK,G658,UK-5,UK-5PHIGH-P,G658-R811003,7,0,"2020-10-16 22:20:30",Standard,107.00,45.00,23.00,14.900,英国仓卡板区库位
578-015F,UK,G666,UK-5,UK-5PHIGH-P,G666-Y00118,90,6,"2021-08-05 20:31:55",Standard,99.00,11.50,10.50,2.500,英国仓卡板区库位
578-015G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001820428,2,1,"2020-11-29 21:55:36",Standard,106.80,56.50,28.50,10.450,英国仓卡板区库位
578-016B,UK,G536,UK-5,UK-5PHIGH-P,M010000000000318268,38,0,"2021-02-21 14:22:52",Standard,42.50,33.50,20.00,4.000,英国仓卡板区库位
578-016C,UK,G536,UK-5,UK-5PHIGH-P,M010000000002446068,3,3,"2020-11-23 18:04:38",Standard,28.00,24.00,9.00,1.600,英国仓卡板区库位
578-016D,UK,G4875,UK-5,UK-5PHIGH-P,G4875-TPRMWC20120004,8,0,"2021-10-10 11:04:18",Standard,68.00,59.00,52.50,23.010,英国仓卡板区库位
578-016E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0001-SM-OAKY2,8,0,"2021-09-27 16:01:26",Standard,68.00,59.00,51.00,23.680,英国仓卡板区库位
578-016F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001277489,120,0,"2021-02-21 14:06:04",Standard,40.00,32.50,7.00,0.860,英国仓卡板区库位
578-016G,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004471,6,0,"2021-03-03 21:13:43",Standard,98.50,48.50,41.00,27.000,英国仓卡板区库位
578-017B,UK,G666,UK-5,UK-5PHIGH-P,G666-G27000520,120,0,"2021-06-01 18:51:54",Standard,24.00,23.00,23.00,1.500,英国仓卡板区库位
578-017C,UK,G666,UK-5,UK-5PHIGH-P,G666-10017649,15,0,"2021-10-30 08:56:24",Standard,81.00,39.00,30.00,9.700,英国仓卡板区库位
578-017D,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,6,0,"2021-05-24 11:44:57",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-017E,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000248,8,0,"2021-07-13 19:16:10",Standard,70.00,60.00,32.00,12.800,英国仓卡板区库位
578-017F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001482113,49,0,"2021-02-27 12:05:00",Standard,92.00,28.00,7.00,2.810,英国仓卡板区库位
578-017G,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0056B,6,0,"2021-08-05 20:27:00",Standard,135.00,83.00,25.00,26.800,英国仓卡板区库位
578-018C,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0056B,6,0,"2021-08-05 20:24:09",Standard,135.00,83.00,25.00,26.800,英国仓卡板区库位
